緯度	経度	チェーンID	チェーン	名称	住所	TEL	営業時間	定休日	URL	駐車場	取扱	備考
35.7754405	139.841443	shopping/conveni/lawson100	ローソン100	足立東和五丁目	東京都足立区東和5‐5‐21	03-3606-0077	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/254551/		お酒／たばこ	
35.7045756	139.841963	shopping/conveni/lawson100	ローソン100	江戸川平井三丁目	東京都江戸川区平井3‐12‐5	03-5858-4884	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/250168/		お酒／たばこ	
35.6898436	139.8444	shopping/conveni/lawson100	ローソン100	東大島	東京都江東区大島8‐42‐17	03-5628-9100	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/250100/		お酒／たばこ	
35.7693205	139.844921	shopping/conveni/lawson100	ローソン100	亀有東和	東京都足立区東和2‐17‐10	03-5697-8699	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/259838/		お酒／たばこ	
35.7021761	139.848152	shopping/conveni/lawson100	ローソン100	平井	東京都江戸川区平井1‐7‐7	03-5858-4599	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/255378/		お酒／たばこ	
35.756167	139.849694	shopping/conveni/lawson100	ローソン100	葛飾青戸八丁目	東京都葛飾区青戸8‐3‐8	03-5629-5699	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/261054/		お酒／たばこ	
35.7627055	139.849288	shopping/conveni/lawson100	ローソン100	亀有南口	東京都葛飾区亀有2‐61‐5	03-5629-6399	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/250814/		お酒／たばこ	
35.7442049	139.853094	shopping/conveni/lawson100	ローソン100	立石六丁目	東京都葛飾区立石6‐30‐8 サンリブ青戸	03-5672-1699	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/251707/		お酒／たばこ	
35.7222876	139.854125	shopping/conveni/lawson100	ローソン100	東新小岩	東京都葛飾区東新小岩5‐14‐1	03-5698-7299	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/259130/		お酒／たばこ	
35.7201761	139.855734	shopping/conveni/lawson100	ローソン100	西新小岩四丁目	東京都葛飾区西新小岩4‐39‐21	03-5671-1499	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/262645/		お酒／たばこ	
35.7884555	139.856961	shopping/conveni/lawson100	ローソン100	西水元	東京都葛飾区西水元6‐16‐2	03-3826-5399	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/259850/	有	お酒／たばこ	
35.673998	139.8583	shopping/conveni/lawson100	ローソン100	北葛西二丁目	東京都江戸川区北葛西2‐11‐18	03-6663-4699	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/260971/	有	お酒／たばこ	
35.7104639	139.859239	shopping/conveni/lawson100	ローソン100	江戸川松島	東京都江戸川区松島4‐40‐10 松島4丁目ビル	03-5678-4199	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/251245/		お酒／たばこ	
35.7175996	139.860817	shopping/conveni/lawson100	ローソン100	葛飾新小岩二丁目	東京都葛飾区新小岩2‐2‐26	03-3656-7051	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/250205/		お酒／たばこ	
35.7782844	139.8621	shopping/conveni/lawson100	ローソン100	南水元四丁目	東京都葛飾区南水元4‐4‐19	03-3608-3215	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/286172/		お酒／たばこ	
35.6596004	139.86377	shopping/conveni/lawson100	ローソン100	葛西中央通	東京都江戸川区西葛西7‐29‐14ロイヤルシラコ	03-5674-7199	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/253244/		お酒／たばこ	
35.7249156	139.86543	shopping/conveni/lawson100	ローソン100	東新小岩二丁目	東京都葛飾区東新小岩2‐8‐1	03-5654-1499	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/262898/	有	お酒／たばこ	
35.689441	139.867037	shopping/conveni/lawson100	ローソン100	船堀街道	東京都江戸川区松江5‐6‐2	03-5661-9779	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/250702/		お酒／たばこ	
35.7723131	139.868775	shopping/conveni/lawson100	ローソン100	葛飾東金町	東京都葛飾区東金町2‐18‐8	03-3826-6099	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/256449/		お酒／たばこ	
35.7687321	139.869834	shopping/conveni/lawson100	ローソン100	葛飾金町五丁目	東京都葛飾区金町5‐31‐15	03-5660-0552	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/291919/		お酒	
35.6745213	139.871318	shopping/conveni/lawson100	ローソン100	江戸川三角	東京都江戸川区江戸川6‐27‐1	03-5878-3699	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/261947/		お酒／たばこ	
35.7672347	139.871298	shopping/conveni/lawson100	ローソン100	金町	東京都葛飾区金町6‐1‐6 ライオンズマンション金町第2	03-5648-7299	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/255467/		お酒	
35.6699783	139.872101	shopping/conveni/lawson100	ローソン100	中葛西	東京都江戸川区中葛西2‐2‐3	03-5667-0701	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/251067/		お酒／たばこ	
35.6609751	139.873243	shopping/conveni/lawson100	ローソン100	東葛西六丁目	東京都江戸川区東葛西6‐1‐5第三ニシノ商工ビル	03-5659-1399	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/261545/		お酒／たばこ	
35.7565506	139.875707	shopping/conveni/lawson100	ローソン100	柴又駅前	東京都葛飾区柴又4‐9‐2	03-5612-1799	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/261150/		お酒	
35.6617301	139.876196	shopping/conveni/lawson100	ローソン100	江戸川東葛西	東京都江戸川区東葛西6‐14‐10	03-5679-7299	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/261953/		お酒	
35.6919946	139.876178	shopping/conveni/lawson100	ローソン100	松江七丁目	東京都江戸川区松江7‐27‐14 ヴィルヌーブ一之江	03-5661-8299	08:00～23:00		https://www.e-map.ne.jp/p/lawson/dtl/251305/		お酒／たばこ	
35.7011681	139.878658	shopping/conveni/lawson100	ローソン100	西一之江	東京都江戸川区西一之江2‐10‐17	03-3654-9941	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/256455/		お酒／たばこ	
35.7339516	139.879672	shopping/conveni/lawson100	ローソン100	江戸川西小岩一丁目	東京都江戸川区西小岩1‐20‐16 オリエントハイム島田	03-3672-6922	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/253847/		お酒／たばこ	
35.7371848	139.880479	shopping/conveni/lawson100	ローソン100	西小岩四丁目	東京都江戸川区西小岩4‐3‐22メゾン・エクセル	03-5622-1099	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/258655/		お酒／たばこ	
35.7250866	139.883798	shopping/conveni/lawson100	ローソン100	江戸川南小岩四丁目	東京都江戸川区南小岩4‐18‐9 池田ビル	03-5668-8066	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/253089/		お酒／たばこ	
35.7432004	139.884213	shopping/conveni/lawson100	ローソン100	北小岩六丁目	東京都江戸川区北小岩6‐18‐3石井ガーデンビル	03-5612-1499	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/261551/		お酒／たばこ	
35.7301986	139.886231	shopping/conveni/lawson100	ローソン100	南小岩	東京都江戸川区南小岩8‐26‐9	03-5889-3199	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/254870/		お酒／たばこ	
35.690566	139.898576	shopping/conveni/lawson100	ローソン100	東瑞江	東京都江戸川区東瑞江1‐22‐10 クリスタルコート	03-5636-1899	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/254781/		お酒／たばこ	
35.7095098	139.901747	shopping/conveni/lawson100	ローソン100	上篠崎	東京都江戸川区上篠崎2‐1‐18	03-3677-2060	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/250694/		お酒	
35.698766	139.911992	shopping/conveni/lawson100	ローソン100	篠崎四丁目	東京都江戸川区篠崎町4‐13‐16	03-6638-2399	24時間営業		https://www.e-map.ne.jp/p/lawson/dtl/262467/		お酒	
35.753827	139.855255	shopping/conveni/mybascket	まいばすけっと	青戸7丁目店	東京都葛飾区青戸7-19-14 葛貨協会館	03-5629-5870			http://shoplist.aeonsquare.net/shop/mblist.html			
35.7461893	139.854564	shopping/conveni/mybascket	まいばすけっと	青砥駅北口店	東京都葛飾区青戸3-32-3 沼野ビル	03-5629-9032			http://shoplist.aeonsquare.net/shop/mblist.html			
35.7471434	139.840622	shopping/conveni/mybascket	まいばすけっと	お花茶屋駅前店	東京都葛飾区宝町2-33-13 宝町ビル	03-5654-3061			http://shoplist.aeonsquare.net/shop/mblist.html			
35.7682102	139.865103	shopping/conveni/mybascket	まいばすけっと	金町4丁目店	東京都葛飾区金町4-25-6 白井マンション	03-3826-5721			http://shoplist.aeonsquare.net/shop/mblist.html			
35.7613421	139.847793	shopping/conveni/mybascket	まいばすけっと	亀有2丁目店	東京都葛飾区亀有2-34-5 ソピアビル	03-5629-0026			http://shoplist.aeonsquare.net/shop/mblist.html			
35.762016	139.8423	shopping/conveni/mybascket	まいばすけっと	亀有4丁目店	東京都葛飾区亀有4-27-1	03-5629-6822			http://shoplist.aeonsquare.net/shop/mblist.html			
35.7653784	139.849697	shopping/conveni/mybascket	まいばすけっと	亀有駅南店	東京都葛飾区亀有3-32-13 HF7第一ビル	03-5629-5467			http://shoplist.aeonsquare.net/shop/mblist.html			
35.7670671	139.870819	shopping/conveni/mybascket	まいばすけっと	京成金町店	東京都葛飾区金町5-34-17 和田ビル	03-3826-4415			http://shoplist.aeonsquare.net/shop/mblist.html			
35.7549036	139.871368	shopping/conveni/mybascket	まいばすけっと	柴又1丁目店	東京都葛飾区柴又1-14-4 柴又1丁目ビル	03-3826-5388			http://shoplist.aeonsquare.net/shop/mblist.html			
35.7571941	139.87527	shopping/conveni/mybascket	まいばすけっと	柴又駅前店	東京都葛飾区柴又1-48-11 センターパーク柴又	03-5876-2830			http://shoplist.aeonsquare.net/shop/mblist.html			
35.7154544	139.860367	shopping/conveni/mybascket	まいばすけっと	新小岩1丁目店	東京都葛飾区新小岩1-51-8 サンライズ	03-5678-5505			http://shoplist.aeonsquare.net/shop/mblist.html			
35.7170913	139.858627	shopping/conveni/mybascket	まいばすけっと	新小岩駅南口店	東京都葛飾区新小岩1-46-3 東栄ビル	03-5678-6773			http://shoplist.aeonsquare.net/shop/mblist.html			
35.740218	139.836271	shopping/conveni/mybascket	まいばすけっと	宝町1丁目店 9/7(金)オープン	東京都葛飾区宝町1-1-8	03-5654-2185			http://shoplist.aeonsquare.net/shop/mblist.html			
35.7374313	139.849618	shopping/conveni/mybascket	まいばすけっと	立石駅南店	東京都葛飾区立石1-21-1 白菊ビル	03-5671-7002			http://shoplist.aeonsquare.net/shop/mblist.html			
35.7704613	139.8732	shopping/conveni/mybascket	まいばすけっと	東金町3丁目店 9/14(金)オープン	東京都葛飾区東金町3-16-4 ハラタケビル	03-3826-6860			http://shoplist.aeonsquare.net/shop/mblist.html			
35.7310379	139.845904	shopping/conveni/mybascket	まいばすけっと	東立石1丁目店	東京都葛飾区東立石1-3-6 リヴィエールレジョン	03-5671-5377			http://shoplist.aeonsquare.net/shop/mblist.html			
35.730336	139.845535	shopping/conveni/mybascket	まいばすけっと	東四つ木2丁目店	東京都葛飾区東四つ木2-17-13 エスト四つ木	03-5671-6681			http://shoplist.aeonsquare.net/shop/mblist.html			
35.6112356	139.741853	shopping/conveni/mybascket	まいばすけっと	青物横丁店	東京都品川区南品川5-3-13 コスモグランス南品川	03-5495-7127			http://shoplist.aeonsquare.net/shop/mblist.html			
35.6065511	139.729918	shopping/conveni/mybascket	まいばすけっと	大井2丁目店	東京都品川区大井2-1-5	03-6429-2425			http://shoplist.aeonsquare.net/shop/mblist.html			
35.5980684	139.730743	shopping/conveni/mybascket	まいばすけっと	大井6丁目店	東京都品川区大井6-9-36 シャルール大井	03-6429-2526			http://shoplist.aeonsquare.net/shop/mblist.html			
35.6038634	139.733109	shopping/conveni/mybascket	まいばすけっと	大井町駅南店	東京都品川区大井4-1-3 TOKOビル	03-5746-9292			http://shoplist.aeonsquare.net/shop/mblist.html			
35.6167873	139.729523	shopping/conveni/mybascket	まいばすけっと	大崎駅前店	東京都品川区大崎2-11 大崎ウィズシティテラス	03-5719-5715			http://shoplist.aeonsquare.net/shop/mblist.html			
35.5905838	139.730347	shopping/conveni/mybascket	まいばすけっと	大森駅前店	東京都品川区南大井6-16-10 第2下川ビル1F	03-5767-6588			http://shoplist.aeonsquare.net/shop/mblist.html			
35.6374929	139.714035	shopping/conveni/mybascket	まいばすけっと	上大崎2丁目店	東京都品川区上大崎2-21-13	03-5436-7781			http://shoplist.aeonsquare.net/shop/mblist.html			
35.6208802	139.74086	shopping/conveni/mybascket	まいばすけっと	北品川1丁目店	東京都品川区北品川1-24-14 越前屋ビル	03-5781-9301			http://shoplist.aeonsquare.net/shop/mblist.html			
35.6181149	139.74358	shopping/conveni/mybascket	まいばすけっと	北品川2丁目店	東京都品川区北品川2-24-7 クレヴィアリグゼ北品川	03-5796-3125			http://shoplist.aeonsquare.net/shop/mblist.html			
35.5923478	139.719251	shopping/conveni/mybascket	まいばすけっと	山王銀座店	東京都品川区西大井4-25-2 平井ビル	03-5718-1012			http://shoplist.aeonsquare.net/shop/mblist.html			
35.6133865	139.712142	shopping/conveni/mybascket	まいばすけっと	品川平塚3丁目店	東京都品川区平塚3-13-10 福井マンション	03-5751-7905			http://shoplist.aeonsquare.net/shop/mblist.html			
35.608846	139.737747	shopping/conveni/mybascket	まいばすけっと	ゼームス坂店	東京都品川区南品川6-15-28 ゼームス坂ヒルトップ	03-6716-0758			http://shoplist.aeonsquare.net/shop/mblist.html			
35.5968499	139.738693	shopping/conveni/mybascket	まいばすけっと	立会川店	東京都品川区南大井1-4-10 石原屋ビル1階	03-5753-7490			http://shoplist.aeonsquare.net/shop/mblist.html			
35.5995062	139.738846	shopping/conveni/mybascket	まいばすけっと	立会川駅北店	東京都品川区東大井2-22-13	03-5753-2107			http://shoplist.aeonsquare.net/shop/mblist.html			
35.598235	139.735616	shopping/conveni/mybascket	まいばすけっと	立会川駅西店	東京都品川区南大井5-9-6 寺澤南大井ビル	03-5767-5323			http://shoplist.aeonsquare.net/shop/mblist.html			
35.621968	139.750061	shopping/conveni/mybascket	まいばすけっと	天王洲アイル店	東京都品川区東品川2-2-20 天王洲郵船ビル	03-5715-7228			http://shoplist.aeonsquare.net/shop/mblist.html			
35.6089292	139.717514	shopping/conveni/mybascket	まいばすけっと	戸越公園店	東京都品川区戸越5-18-14 ノアール1F	03-5749-3318			http://shoplist.aeonsquare.net/shop/mblist.html			
35.608567	139.71199	shopping/conveni/mybascket	まいばすけっと	中延3丁目店	東京都品川区中延3-2-13	03-5749-7517			http://shoplist.aeonsquare.net/shop/mblist.html			
35.600204	139.716614	shopping/conveni/mybascket	まいばすけっと	西大井6丁目店	東京都品川区西大井6-16-10	03-5742-7827			http://shoplist.aeonsquare.net/shop/mblist.html			
35.626648	139.720978	shopping/conveni/mybascket	まいばすけっと	西五反田2丁目店	東京都品川区西五反田2-18-2 五反田KYビル	03-5719-7557			http://shoplist.aeonsquare.net/shop/mblist.html			
35.6279158	139.719162	shopping/conveni/mybascket	まいばすけっと	西五反田3丁目店	東京都品川区西五反田3-6-20 西五反田アクセス	03-5719-3980			http://shoplist.aeonsquare.net/shop/mblist.html			
35.620617	139.715652	shopping/conveni/mybascket	まいばすけっと	西五反田6丁目店	東京都品川区西五反田6-21-8 S・KビルII	03-5436-2023			http://shoplist.aeonsquare.net/shop/mblist.html			
35.615631	139.699493	shopping/conveni/mybascket	まいばすけっと	西小山駅前店	東京都品川区小山5-22-11 松正ビル	03-5749-3561			http://shoplist.aeonsquare.net/shop/mblist.html			
35.6036799	139.705841	shopping/conveni/mybascket	まいばすけっと	旗の台店	東京都品川区旗の台4-4-1 カーサ旗の台1階	03-5749-3678			http://shoplist.aeonsquare.net/shop/mblist.html			
35.6068514	139.704127	shopping/conveni/mybascket	まいばすけっと	旗の台2丁目店	東京都品川区旗の台2-7-12 アベイト103号室	03-5751-7531			http://shoplist.aeonsquare.net/shop/mblist.html			
35.6224563	139.743958	shopping/conveni/mybascket	まいばすけっと	東品川1丁目店	東京都品川区東品川1-5-10 Kiinu Blanc	03-5781-3604			http://shoplist.aeonsquare.net/shop/mblist.html			
35.6077772	139.712326	shopping/conveni/mybascket	まいばすけっと	東中延店	東京都品川区東中延2-7-20	03-5749-4355			http://shoplist.aeonsquare.net/shop/mblist.html			
35.6049018	139.725647	shopping/conveni/mybascket	まいばすけっと	二葉2丁目店	東京都品川区二葉2-4-20 グレイスビル	03-5750-5161			http://shoplist.aeonsquare.net/shop/mblist.html			
35.5914096	139.733716	shopping/conveni/mybascket	まいばすけっと	南大井店	東京都品川区南大井3-8-18 レジデンス大森	03-5767-5280			http://shoplist.aeonsquare.net/shop/mblist.html			
35.5899773	139.734894	shopping/conveni/mybascket	まいばすけっと	南大井3丁目店	東京都品川区南大井3丁目15-2 誠ビル	03-5753-8903			http://shoplist.aeonsquare.net/shop/mblist.html			
